Policy Name,Policy Name Variant,Id,Date,Url,Full Text,Hashtags,Views Count,Favourite Count,Retweet Count,Reply Count,Language,Image Urls,Video Urls,User Mentions,User Profile Id,User Description,User Name,User Followers Count
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant Scheme,1457280908961087495,Sun Nov 07 09:36:58 +0000 2021,https://twitter.com/GBSnews24/status/1457280908961087495,"The 44th meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for 2021-22 is scheduled to be held during 15– 17 November 2021, extended upto 18th November (if required) at @nsd_india: @MinOfCultureGoI https://t.co/O1Df4NW8g5",[],0,0,0,0,en,['https://pbs.twimg.com/media/FDlNQmZVgAUnUqE.jpg'],[],"['nsd_india', 'MinOfCultureGoI']",1149516123362091008,#Follow @GBSnews24 today for the most up to Current Update,GBSnews24,354
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant Scheme,1457268585709989888,Sun Nov 07 08:48:00 +0000 2021,https://twitter.com/PBSHABD/status/1457268585709989888,"The 44th meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for 2021-22 is scheduled to be held during 15– 17 November 2021, extended upto 18th November (if required) at @nsd_india: @MinOfCultureGoI https://t.co/DAKuNc6Imr",[],0,13,1,0,en,['https://pbs.twimg.com/media/FDlAZVpVkAEUtyM.jpg'],[],"['nsd_india', 'MinOfCultureGoI']",1112714156887543808,Prasar Bharati - Shared Audio-Visuals for Broadcast and Dissemination is a News Service of India's Public Broadcaster - Sharing news from across India.,PBSHABD,215957
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant Scheme,1457266588260831235,Sun Nov 07 08:40:04 +0000 2021,https://twitter.com/igrms/status/1457266588260831235,"The 44th meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for 2021-22 is scheduled to be held during 15th – 17th November 2021, extended upto 18th November (if required) at 
@nsd_india
. #AmritMahotsav",['AmritMahotsav'],0,1,0,0,en,[],[],['nsd_india'],161235751,IGRMS- National Museum of Mankind,igrms,2986
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant Scheme,1457265442255355905,Sun Nov 07 08:35:30 +0000 2021,https://twitter.com/MinOfCultureGoI/status/1457265442255355905,"The 44th meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for 2021-22 is scheduled to be held during 15th – 17th November 2021, extended upto 18th November (if required) at @nsd_india. #AmritMahotsav https://t.co/qCr3fLTJ4y",['AmritMahotsav'],0,63,28,1,en,['https://pbs.twimg.com/media/FDk_LvOVUAMNRtL.jpg'],[],['nsd_india'],2673476378,Official Twitter account of Ministry of Culture (Govt. of India),MinOfCultureGoI,562213
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant Scheme,1456497629643239427,Fri Nov 05 05:44:29 +0000 2021,https://twitter.com/ncsmgoi/status/1456497629643239427,"The 44th meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for 21-22 is scheduled to be held from 15 – 17 November 2021, extended upto 18th Nov. (if required) at @nsd_india #AmritMahotsav https://t.co/ppPWRPXkCd",['AmritMahotsav'],0,2,0,0,en,['https://pbs.twimg.com/media/FDL3ApdVkAgoR6Z.jpg'],[],['nsd_india'],1585375986,"National Council of Science Museums (NCSM) under the Ministry of Culture, Govt. of India is the Largest Network of Science Centres/Museums in the World.",ncsmgoi,6604
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant Scheme,1455497229167304711,Tue Nov 02 11:29:15 +0000 2021,https://twitter.com/MinOfCultureGoI/status/1455497229167304711,"The 44th meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for 2021-22 is scheduled to be held during 15th – 17th November 2021, extended upto 18th November (if required) at @nsd_india. #AmritMahotsav https://t.co/PpKTkD3NzZ",['AmritMahotsav'],0,52,21,2,en,['https://pbs.twimg.com/media/FDL3ApdVkAgoR6Z.jpg'],[],['nsd_india'],2673476378,Official Twitter account of Ministry of Culture (Govt. of India),MinOfCultureGoI,562213
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant Scheme,1314078067099230210,Thu Oct 08 05:40:00 +0000 2020,https://twitter.com/MinOfCultureGoI/status/1314078067099230210,"The meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for grant is scheduled to be held during 5th – 8th October 2020 at NSD, New Delhi. No personal interaction with applicant will be required. https://t.co/6jc7bMVlcS",[],0,37,21,0,en,['https://pbs.twimg.com/media/EjyLBUkVgAEhCkK.jpg'],[],[],2673476378,Official Twitter account of Ministry of Culture (Govt. of India),MinOfCultureGoI,562213
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant Scheme,1313739080669126656,Wed Oct 07 07:12:59 +0000 2020,https://twitter.com/MinOfCultureGoI/status/1313739080669126656,"The meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for grant is scheduled to be held during 5th – 8th October 2020 at NSD, New Delhi. No personal interaction with applicant will be required. https://t.co/iRHuFvjLPC",[],0,21,14,0,en,['https://pbs.twimg.com/media/EjtWuH2VgAAW7eI.jpg'],[],[],2673476378,Official Twitter account of Ministry of Culture (Govt. of India),MinOfCultureGoI,562213
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant Scheme,1313370362952904706,Tue Oct 06 06:47:50 +0000 2020,https://twitter.com/MinOfCultureGoI/status/1313370362952904706,"The meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for grant is scheduled to be held during 5th – 8th October 2020 at NSD, New Delhi. No personal interaction with applicant will be required. https://t.co/Aak0zUOsk6",[],0,43,28,1,en,['https://pbs.twimg.com/media/EjoHXIWUYAMKrkp.jpg'],[],[],2673476378,Official Twitter account of Ministry of Culture (Govt. of India),MinOfCultureGoI,562213
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant Scheme,1312625998832295937,Sun Oct 04 05:30:00 +0000 2020,https://twitter.com/MinOfCultureGoI/status/1312625998832295937,"The meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for grant is scheduled to be held during 5th – 8th October 2020 at NSD, New Delhi. No personal interaction with applicant will be required. https://t.co/7l1sUJdI66",[],0,65,38,1,en,['https://pbs.twimg.com/media/EjdStsrVoAArI-W.jpg'],[],[],2673476378,Official Twitter account of Ministry of Culture (Govt. of India),MinOfCultureGoI,562213
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant Scheme,1312289381273669633,Sat Oct 03 07:12:24 +0000 2020,https://twitter.com/mumbai_ngma/status/1312289381273669633,"The meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for grant is scheduled to be held during 5th – 8th October 2020 at NSD, New Delhi. No personal interaction with applicant will be required.",[],0,0,0,0,en,[],[],[],917681338316079104,"National Gallery of Modern Art, Mumbai, is a subordinate office of Ministry of Culture, Govt. of India. It was opened to the public in the year 1996.",mumbai_ngma,1073
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant Scheme,1312263611537149955,Sat Oct 03 05:30:00 +0000 2020,https://twitter.com/MinOfCultureGoI/status/1312263611537149955,"The meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for grant is scheduled to be held during 5th – 8th October 2020 at NSD, New Delhi. No personal interaction with applicant will be required. https://t.co/Jav6aCcJPf",[],0,50,24,0,en,['https://pbs.twimg.com/media/EjYPYYsU0AE9hRL.jpg'],[],[],2673476378,Official Twitter account of Ministry of Culture (Govt. of India),MinOfCultureGoI,562213
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant Scheme,1311611005630246913,Thu Oct 01 10:16:46 +0000 2020,https://twitter.com/MinOfCultureGoI/status/1311611005630246913,"The meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for grant is scheduled to be held during 5th – 8th October 2020 at NSD, New Delhi. No personal interaction with applicant will be required. https://t.co/TKHynoa25V",[],0,55,24,3,en,['https://pbs.twimg.com/media/EjPG9o3UcAI1rMr.jpg'],[],[],2673476378,Official Twitter account of Ministry of Culture (Govt. of India),MinOfCultureGoI,562213
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant,1727950420310630652,Fri Nov 24 07:20:58 +0000 2023,https://twitter.com/nczccofficial/status/1727950420310630652,"The 46th Expert Committee Meeting for the Cultural Function Production Grant Scheme commenced on 23rd Nov. at NCZCC, Prayagraj, to examine the over 3000 proposals received. It will continue over the next two days. 
 #CultureUnitesAll #AmritMahotsav https://t.co/qUKUYma9qW","['CultureUnitesAll', 'AmritMahotsav']",53,2,0,0,en,"['https://pbs.twimg.com/media/F_rpn-1bcAAfb4t.jpg', 'https://pbs.twimg.com/media/F_rpsBka8AAh6BI.jpg', 'https://pbs.twimg.com/media/F_rpsm0bcAAJOn1.jpg']",[],[],2253651762,"North Central Zone Cultural Centre (NCZCC) is an autonomous body under Ministry of Culture, Govt. of India",nczccofficial,2434
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant,1727912181059244453,Fri Nov 24 04:49:01 +0000 2023,https://twitter.com/MinOfCultureGoI/status/1727912181059244453,"The 46th Expert Committee Meeting for the Cultural Function Production Grant Scheme commenced on 23rd Nov. at NCZCC, Prayagraj, to examine the over 3000 proposals received. It will continue over the next two days.

#CultureUnitesAll #AmritMahotsav https://t.co/SyPDNEpeYj","['CultureUnitesAll', 'AmritMahotsav']",1803,24,12,2,en,"['https://pbs.twimg.com/media/F_rG40qbwAANp4M.jpg', 'https://pbs.twimg.com/media/F_rG7VwaQAA7a6R.jpg', 'https://pbs.twimg.com/media/F_rG8vMboAAdrS-.jpg']",[],[],2673476378,Official Twitter account of Ministry of Culture (Govt. of India),MinOfCultureGoI,562210
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant,1720703122912501882,Sat Nov 04 07:22:48 +0000 2023,https://twitter.com/nczccofficial/status/1720703122912501882,"The Ministry of Culture's Performing Arts Bureau announces the Expert Committee meeting for the “Cultural Function Production Grant"" Scheme. It is scheduled from Nov 24  Nov 25, 2023 at  North Central Zone Cultural Centre.  
 #CultureUnitesAll #G20India #AmritMahotsav  
 (1/2) https://t.co/pFfifhBMJo","['CultureUnitesAll', 'G20India', 'AmritMahotsav']",36,1,0,1,en,"['https://pbs.twimg.com/media/F-EqRdbboAAs7U_.jpg', 'https://pbs.twimg.com/media/F-EqRy_awAAWfAp.jpg']",[],[],2253651762,"North Central Zone Cultural Centre (NCZCC) is an autonomous body under Ministry of Culture, Govt. of India",nczccofficial,2434
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant,1720464544626364796,Fri Nov 03 15:34:46 +0000 2023,https://twitter.com/MinOfCultureGoI/status/1720464544626364796,"The Ministry of Culture's Performing Arts Bureau announces the Expert Committee meeting for the “Cultural Function Production Grant"" Scheme. It is scheduled from Nov 24 - Nov 25, 2023 at North Central Zone Cultural Centre. 

#CultureUnitesAll #G20India #AmritMahotsav 

(1/2) https://t.co/Ci6tWmLgJi","['CultureUnitesAll', 'G20India', 'AmritMahotsav']",2432,15,8,1,en,"['https://pbs.twimg.com/media/F-BQtb4WgAAlesL.jpg', 'https://pbs.twimg.com/media/F-BQtb7WAAA_-un.jpg']",[],[],2673476378,Official Twitter account of Ministry of Culture (Govt. of India),MinOfCultureGoI,562210
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant,1587029674001018881,Mon Oct 31 10:32:14 +0000 2022,https://twitter.com/MinOfCultureGoI/status/1587029674001018881,"The meeting of the Expert Committee for the Cultural Production Function Grant Scheme (CFPGS) is scheduled to be held from 5th to 7th November, 2022 at NCZCC, Prayagraj. 

#AmritMahotsav https://t.co/TLuURpt1ZT",['AmritMahotsav'],0,34,24,0,en,['https://pbs.twimg.com/media/FgZDEweVUAA-dGo.jpg'],[],[],2673476378,Official Twitter account of Ministry of Culture (Govt. of India),MinOfCultureGoI,562210
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant,1561322352587157504,Sun Aug 21 12:00:31 +0000 2022,https://twitter.com/singh_dingo/status/1561322352587157504,"So grateful to have attended the Closing Ceremony of the ""Cultural tour of Khongjom Parva in 10 Districts of Manipur"" organised by Kanglei Seisaklon Sindamshang, KSS  under the aegis of Cultural Function &amp; Production Grant, Ministry of Culture, GoI. at JN Manipur Dance Academy. https://t.co/yfsCmj0gc0",[],0,36,7,0,en,['https://pbs.twimg.com/media/FaruZyIaAAEf-kO.jpg'],[],[],1088027453862203392,"Social Welfare Minister, Manipur.",singh_dingo,3490
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant,1458396804429455361,Wed Nov 10 11:31:08 +0000 2021,https://twitter.com/MinOfCultureGoI/status/1458396804429455361,"The 44th meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for 2021-22 is scheduled to be held during 15th – 17th November 2021, extended upto 18th November (if required) at @nsd_india. #AmritMahotsav https://t.co/a96Zn0eKGQ",['AmritMahotsav'],0,32,13,2,en,['https://pbs.twimg.com/media/FD1ECtSUUAEucWH.jpg'],[],['nsd_india'],2673476378,Official Twitter account of Ministry of Culture (Govt. of India),MinOfCultureGoI,562210
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant,1457651848198852611,Mon Nov 08 10:10:57 +0000 2021,https://twitter.com/ncsmgoi/status/1457651848198852611,"The 44th meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for 2021-22 is scheduled to be held during 15–17 November 2021, extended upto November 18(if required) at @nsd_india #AmritMahotsav https://t.co/yW2clYq28q",['AmritMahotsav'],0,0,0,0,en,['https://pbs.twimg.com/media/FDk_LvOVUAMNRtL.jpg'],[],['nsd_india'],1585375986,"National Council of Science Museums (NCSM) under the Ministry of Culture, Govt. of India is the Largest Network of Science Centres/Museums in the World.",ncsmgoi,6604
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant,1457280908961087495,Sun Nov 07 09:36:58 +0000 2021,https://twitter.com/GBSnews24/status/1457280908961087495,"The 44th meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for 2021-22 is scheduled to be held during 15– 17 November 2021, extended upto 18th November (if required) at @nsd_india: @MinOfCultureGoI https://t.co/O1Df4NW8g5",[],0,0,0,0,en,['https://pbs.twimg.com/media/FDlNQmZVgAUnUqE.jpg'],[],"['nsd_india', 'MinOfCultureGoI']",1149516123362091008,#Follow @GBSnews24 today for the most up to Current Update,GBSnews24,354
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant,1457268585709989888,Sun Nov 07 08:48:00 +0000 2021,https://twitter.com/PBSHABD/status/1457268585709989888,"The 44th meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for 2021-22 is scheduled to be held during 15– 17 November 2021, extended upto 18th November (if required) at @nsd_india: @MinOfCultureGoI https://t.co/DAKuNc6Imr",[],0,13,1,0,en,['https://pbs.twimg.com/media/FDlAZVpVkAEUtyM.jpg'],[],"['nsd_india', 'MinOfCultureGoI']",1112714156887543808,Prasar Bharati - Shared Audio-Visuals for Broadcast and Dissemination is a News Service of India's Public Broadcaster - Sharing news from across India.,PBSHABD,215955
Cultural Function And Production Grant Scheme,Cultural Function And Production Grant,1457266588260831235,Sun Nov 07 08:40:04 +0000 2021,https://twitter.com/igrms/status/1457266588260831235,"The 44th meeting of the Expert Committee of Cultural Function &amp; Production Grant Scheme to examine the applications received for 2021-22 is scheduled to be held during 15th – 17th November 2021, extended upto 18th November (if required) at 
@nsd_india
. #AmritMahotsav",['AmritMahotsav'],0,1,0,0,en,[],[],['nsd_india'],161235751,IGRMS- National Museum of Mankind,igrms,2986
